clean_text,category
kanishk mishra saying mai bhi chowkidar years old boy know that modi great india,1
check this out years modi govt fight against corruption,0
may have our objections but well think about cuz unlike congress bjp will never have intention drown this economy just win elections past history also matters when such schemes are bought mnrega was huge looting scheme bought them corrected modi,1
might suboptimal choice but minorities are looking ⁦ for taking the charge the next changing the terrible environment that they’ been living under modi wasn’ able get this piece mine published anywhere,-1
dont try make rajasthani fool now the land bravery elected party due anger vasundhra not bjp now all people from support modi,-1
take money save jet airways vijay mallya tells banks slams modi govt read here,0
yes parvez terrorist and this justifies modi killing hundreds muslims the name cow,-1
who will next like for rahul gandhi tweet for modi,0
exclusive audit report reveals narendra modi government hid debt from via,0
but modi will sleep against mining scam run yeddy and reddy brothers and give tickets those corrupts test who this joker anyway,0
lok sabha elections 2019 live updates rahul address two rallies rajasthan amit shah ’ moradabad today,1
bjp politicians hide behind modi achievement need make local people aware that these politicians are where available eradicate this pollution menace prevailing loni vote only lets make them suffer too they loose,1
mera vote modiji koh now and forever,0
yes modi black dot the face all indianwe nri feel shame say that modichor our,-1
first look behaviour hindutva terrorists india usa other states finance terrorism any type who financed mukti bahini modi himself claimed was bahini terrorist who sent naval commander kalbhushan pakistan india finances terrorists against pakistan,1
“ course economists have role the corporate world chartered accountants government policy neither ought enjoy the final word but important for both the public political leaders understand that they are not substitutable”,1
modis bluff was the greatest bluff the century 15lakh each account and 3crore job per year compared that rahuls bluff smaller magnitude why the politicians utter all these rubbish which are not viable economically,1
for psu and all govt agencies modi continuation curse will even privatise railways giving reliance his favourite,0
very request modi,1
there 100 reason supp but fake secularism anti modi has made blind belive strong country under leadership not strong religion community etc,-1
modi least liked south punjab popularity just,1
another video prove who the sensible and mature leader judge yourself need who speaks such filthy and degrading language with great power comes great responsibility but with modi showing his real self always using his,1
dear chowkidar supported modi before people like you realised his potential sacrificed political career stand for new united india but modi disappointed every front economic social political moral not muslim but indian,-1
modi bhakts don’ have the right say that bcoz modi himself was failure job creation and doesn’ even talk about jobs nowadays,-1
isnt modi,0
abe pura interview padh youtube sab video hai usne bola tha pura hume technically bahot kuch karna padega that time pranav mukherjee was finance minister and agreed with modi puri knowledge leke aao padhe likhe anpadh,0
second term for modi also means continues governor doing for himself also,0
that because modi’ credibility rahul’ image lier chameleon,0
congratulations namo once again fir bar modi sarkar,0
dude the way sucked modi with your you are anti india you are anti modi rant this was inevitable congrats ✌️,0
all admiration kanhaiya but this outpouring hypocritical 2014 left told upa needs all costs today are asked support fight agst modi what changed they didnt know modi was fascist unity important only when candidate from left,1
isnt the chairman nitiayog rather just minion the modi government the worst part this anarchist bjp rule they have used bureaucratsministry and defence officials for the petty shameless job defending them more like advertisement and marketing bill boards,-1
according bjpmodi bhakt rss two new gaddar have come market and their names advani and murli manoher joshi this two person raise voice against modi and amit then bjpmodi bhaktrss declared gaddar new trends come our india,1
"groundbreaking announcement indias poorest will recieve 72000 per year crore families crore people benefit from this are proud this landmark decision modi works for ambani
congress works for india ",1
"positive campaign always yields better results instead giving 6000month for free modi should introduce universal job guarantee yojna give voters moment pride and usefulness
iss desh yuva jagrook hai mehanati hai swabhimani hai usko job chahiye bheekh",1
not sure why people want ban modi biopic hopefully everyone will realize sooner later modi disaster just like this film,-1
always wonder why addresses crowd urdu not kashmiri woh feel nahe aate hai alfaaz nahe miltey think should kashmiri lang only yele koshur kare kashmiri tele kus modi karrya,0
@ all votes family dedicated modi main bhi chowkidar hun,1
govt school teachers suspended for social media posts modi pulwama,1
typical andh bhakth you are not with modi you are antiindia huh assuming india votes for bjp another antiindia according this guy match for ananth kumar,-1
jst fairing all over lahore thn dont know paki dont fear india modi son bitch,0
what the modi gov delivered whom was useless government which broken economy,-1
this same what our modi scheme,0
diya show this acharya panchagavaya diya this new modi dont give tkt family politician,1
the lok sabha the distribution seats telling dynasty casteism oppression confinement area work this modi all takes and does not even say,0
yes late but let’ collect cash from all modi supporters around every state let’ meet after one week and decide how distribute that cash delhi can trust sir you decide your states have very few days delhi still has time,-1
please follow also modi supporter,0
without verifying his degrees modi again daring fight election same controversial degrees hope election commissioner will verify the degree,1
she accepted and asked everyone work for modi,0
blinded modi hate that let the fiscal prudence the country dogs,-1
yes want modi everything else does not matter,0
want lived democracy india fir bar modi sarkar assam,0
love for bharat and seeing someone showing the same modi not blind love let some air out dont try put logic and question everything you can continue live fools paradise completely oblivious the under current playing right now now never,1
modi and them enjoy unresonable adulation and god like status which has made them like this,1
that case modi shouldnt speak about violence corruption anything for that matter,0
delhi funny place who has seats begging party for alliance with party with seats rejecting that offervaranasi loksabha seat against modi aap gives cong cong gives gives bsp bsp candidate joins bjp,1
murli manohar joshi the last the founding team bjp sitting from kanpur has been kicked out shah modi not want him stand for election again,0
what the modi government delivered was useless government which broken economy,-1
and thought mayan calendar predicted doomsday 21122012,0
"shhhhhindu rashtra bol indians respect the constitution
clearly modi yall dont ",1
resonates but ppl like really matter the electoral arithmetic long standing friends that thought balanced moved the extreme right justifying everything that modi and his gang does alas nuanced views been sacrificed the altar nationalism,-1
"now know why out indian team karma has struck this his thought process
and invoking modi get back indian team yuk ",0
even saw them getting arrested for raising slogans last week bangalore,0
the 6000 per month will drunk down the drain most cases modis approx 9000 per month actually delivers needs,-1
subhasini mam you please dont show any kind sympathy with mmj rank bigot who was associated with lower caste massacre bihar deserves hell modi and shah are dictator and nothing new there,-1
she should sit dharna demanding construction ram mandir squarely blaming modi sarkaar,0
"bjp people claim that modi chowkidar
make modi stand the gate building only for one night
then believe really chowkidar",1
modis coolest strategy was eliminate lutyen middlemen journalists and communicate directly with 135 billion indians what brilliant strategy avoid distortion extortion and engage energise indians,1
sreeprakash bjp candidate from predominantly muslim constituency mallapuram kerala openly appealing ‘ give votes and will provide you best quality beef ‘ are modishahyogi listening,1
"now urging people come out and exercise their right vote also considered supporting modi
",1
bhai kindly provide any link video when modi promised give lacs every one this same congress language modi not any relative,1
patient care not covered under ayushman bharat and then modi says indians finally have access healthcare which inaccurate,0
least seven government school teachers have been suspended for posting comments critical the ruling regime the pulwama attack and the airstrikes that followed social media,-1
rajiv that really kind promise made modi,1
costing nearly lakh the ostrich leather jacket has distinct texture more that later and one the most soughtafter materials given its softness and pliability,1
tried very hard make the battering ram his accusatory rhetoric this never took off because the people not believe that modi either corrupt corruptible writes,-1
great leadership yogi and modi,1
the success rate modi fulfilling his promises very high the cong record dismal the recent promise loan waivers karnataka rajasthan proof enough,1
modi’ skill india raga’ kill india,0
indian are much capable enough pay income tax government dont want free anything congress desh nikamma banana chate hai will not let happen only modi,1
read somewhere that shah was born chicago that true can become then,1
modi blocked your kyc bcoz your not give chanda this time for bjp,0
its true are soon going release updates for oppo stay connected with know more,1
kiwi migrant india find impossible not compare ardern’ words about the massacre’ victims with the reactions leaders adopted country narendra modi has yet utter single word about these five indians,-1
murali manohar joshi and advani are being humiliated thier own party  narendra modi will face this one day,1
fun from political arena  loksabha seat against modi aap gives congress congress gives gives bsp bsp candidate joins bjp candidate runs kerala,1
per your criticism modi failed deposite 15lakh each citizens account after all its fact and one can deny then how can you assure that rahul would the same has mentioned his manifesto doesnt dirty mediagiri biased for some and criticize the rest,-1
you are big liar than rahul gandhi follower you when you were journalist and you always had only hatred for modi right from 2002 which still continues,1
modi best bjp,1
jaitley people have seen modis promises becoming jumlas please have shame instead calling others promises bluff know khud jutha hai usse sab juthe dikhte hai know that congress was not clean bjp not but modi had big chance,1
neither them one many auto reflexes from modiphobia modi sets the script and year old adolescent takes pride playing sincerely,1
will send modi shah pakistan,0
"when have chose between squint eyed blind ought chose squinty
nobody perfect sir but raga full flaws can way match modi give another option better than modi ill surely vote campaign for him",1
the nation wants know don’ the people have right know did pandit nehru and the not let you work for years please tell your highness,1
you abuse him but that wont stop him from working serving you this narendra modi jis sabka saath sabka vikas,0
1st book its kind sitemodi scares muslims should they,1
"for people asking what had done for the nation hindus
winning 2019 modi will make this permanent affair ",1
india modi must apologise student liam allan for errors handling the united …,0
are faced today with false binary not modi who the political alternatives will emerge with independent media raise funds for independent journalism,-1
least should have requested this election commission but clearly knows that modi controlling directly put this him,-1
and they come power then blame modi for economical failure created them,-1
know that scheme terrible just bcz hate modi accepting 6000 month for 72000 year for atlest which atlest 36lakh crore which means our gdp crazy,-1
hasnt hoarded money for hiw own but has his inustrialist lobby who has benefitted from modi for years now also modi was example because you support modi put any politician there instead modi stays the same,1
looks funny when you talks about human rights have you asked modi about btw are with our hindu sisters pakistan part hindu community and hindu part pakistan,1
oropit took years shri narendra modi finally honour indian armed forces and veterans might take 400 years for sure even then highly doubtful because our modi will make india developed country 2030 poverty will eliminated,-1
you went sleep for years yet you did not know much you know look modi rule,1
aam people india mai wnt revng frm pak chiana thn vote modi bcz thy dnt wnt modi again modi jeet pak and chiana krara thappad hoga hume bhut acha lgega giveemm slap mamo again,0
the people india now know the real face congress thugbundhan and pappuwe don’ want money only want save our bharat maa from robber and mahalootera family and parties like you congress and mahathugbundhan pls only vote for modi for our bharat maajai hind,1
respected modi our country many opportunities for young persons for job backward area and can develop them and create more job and make india employment hubonly some schemes cannot this should continues and until attain goal,1
but wait just did check modi did not condemn the srinivas kuchibhotla killing either atleast that what reported march 2017 anyhow see your point the the country should condemn mourn who accused mms being maun,0
dont vote for modi,0
what lovely speech listen with your brain open will get analyse where india standing this time one wrong decision can derail all plans become super power and developed nation come guys come out petty profits lets work vote for our nation vote for modi,1
had beef biryani and slept chief attacks over pulwama ndtv via,0
modi has left nothing chance promote himself our expense shameful,0
modi and shah ignoring yeddi then north karanataka will loose easily seats,1
congress was good country many scams and poverty was its height congress was good then india would have been better country modi govt bought much investment and development and you want rahul who sleeps parliment congresscorruption king,1
madam sushma from now have keep watch very closely hindus family living pakistan they have very high expectations from modi govt,1
will never forgive advani for actively facilitating the rise narendra modi got what deserved,-1
how the modi govt avoided repeat with jet airways,0
press the evm carefully,-1
what will modi promise his poll manifesto ⬆️ kisan funding 12000 rupees every year pension scheme for small laborers farm workers sweepers and mnrega for working people not for beggars and thieves ⬆️ ayushman for bpl families houses for bpl families,-1
its not controversial said something that happening regular basis lets opposition party oppose modi but why oppose indias action against pakistan that gives pakistanis occasion celebrate,-1
there are some guys supporting modi and some guys supporting rahul gandhi and then theres this guy wearing sweater this hot summer,1
from assam and odisha modi’ campaign blitz begins thursday 20190326,0
forget tell him tell least one modi strengthening democracy can seen oxymoron,-1
"only the blind herd chowkidars
are unable see their crushing defeat the hustings 2019 may its mental state the chowkidar refuse see the truth but will
conquer all lies the present
modi regime because ",-1
"really admire but dont think people will gonna vote for him
after all everyone want modi
",1
another dirty trick modi haters firing northsouth divide salvo absolute deplorables,-1
why the awry discourses and only reveal the gap between the intelligentsias idea india and the resurgent nation are today heres commentary,0
had beef biryani and slept chief slams modi over pulwama attack news,0
yeah trueso this time vote for educated not chaiwala anpad chowkidar modimodi english pronunciation out box,0
shame modi,0
its not like thatmodi never promised garrunaty paying lakh modi had stated all the blackmoney returned system would equal 15lakh per capita,0
vallab hai great unifier and also modi both absolutely wrong thinking read history,1
nitin gadkari hails modis leadership talks tough pak trolls via,-1
only modi established all the iits iims research center oped economy 1991 and isro before that india dint even know how grow potato,-1
you need ask election commission today modi yet become election commissioner ppl like are traveling back hometown cast votes you guys want this special privilege,1
lier the world cctv aayege nahi wifi gaya support modi,0
this time bjp weighing modi and only modi the candidates may peripherals the elections the boss burdened with ills few candidates and can overcome this time too may 23rd shall reveal all the suspense and may herald new chapter indian politics,-1
all are modi fan and his love for the nation unlike you dynastic boot lickers,1
need decisive leader who can take decision only modi can,0
good luck make sure that bjp wins all the five seats bengaluru chikballapur bengaluru rural reach out the volunteers lakhs there ready rally behind modi,1
farouk has abdullah was chief minister when more than 500000 kashmiri pandits were either killed driven out kashmir and yet congress blames narendra modi for 2002 gujarat riots when supreme court has given him clean chit,1
jaan lada denge modi vapas laane mein modi really worked for now its our time return back,1
have just realized recently that vast majority indians are bigots and hate the muslims irrespective how highly educated they arethat the main reason they like modi because has now given them atmosphere where they can vent out their bigotry openly,-1
sir what’ difference between you rahul gandhi modi has promised and all you don’ work towards providing jobs building infrastructure instead you guys thinks ’ all your money and can distributed for votes,0
modi govt nicely making hal more efficient outsourcing most its work pvt companies wings tejas are being made why rahul gandhi not crying airforce will get the first squadron tejas next month,1
and equate “patriotism” modi party gatherings ‍♂️,0
vice chairman rajiv kumar has all the negative economic advice for his annoucement minimum income scheme but speaks volumes positives about done modi,-1
economy trouble youth want jobs devote more time economics not petty politics chidambaram please focus the job hand narendra modi 2013 bola tha,1
warning graphic pg18 indian police beating muslim their mosque was demolished rss hindu extremists modi this your secular india save muslim india,0
toto this bluff looking their defeat some one from eco system would have suggested for this fact even congress people are ready accept modi again ’ the called lutyens cabal who don’ want digest their defeat again,1
sacrificed political careeryou keep switching your loyaltymodi disappointed you just years but congress keep appeasing you people last seventy years,-1
crime state subject but crime spiralling out control bjp ruled states where thug apu modi has installed his own stooges you mean say thug apu modi dickless,1
economy trouble youth want jobs devote more time economics not petty politics chidambaram please focus the job hand this the words from modi 2013 diwali,1
"
modi govts vision corruptionfree india ensuring that all those who looted the country are now facing the law",0
congress will rejected rajasthan its going modi once again,0
the hate for modi strong,-1
bjp should take this seriously poor indians will vote for congress bjp dont come with similar announcement poor people trust modi more than rahul bjp should announce similar schemes,-1
chief barrister attacks modi ahead 2019 lok sabha elections india,0
national conference chief criticises the bjp over pulwama attack “before that strike balakot was temple temple temple who talking ram today”,0
baat hai all party fear their existing candidate cant defeat modi bewaoof laga haar gaya toh bhi okay jeeta toha profit,1
they modi his bjp company have not chest support heartly nyay,0
modi directly responsible for these attacks,1
modi govt currently spends ₹ 106000per annum for our bpl citizens ₹ 8333 per month congress con ₹ 72000 per annum ₹ 6000 per month under congress 106000 will leave delhi 72000 will paid the beneficiary 38000 gone with the wind,0
jade lee call congress kim about what about bjp modi schemes introduce recently,0
answer would you vote rahul gandhi over modi 2019 subhayan purkayastha,0
forget the taj mahal and slum tours come see our election rallies  cool story,1
joker your own party member want dislodge you from sivaganga and you are talking about modi,1
when did exactly said vote for modi was requested modi spread awaeness about voting wh9ch did,1
"having usuldaar principled prefixed his name twitter singh after his expulsion said forgive narendra modi could not have work your chowkidar watchman with strap eyes
bjp leader says two guju thugs have been fooling peoplegets expelled",0
amid high drama bjp announces 28yearold tejasvi surya for bengaluru south seat via sir this the same fellow who has the audacity say anti modi are anti nationals must file complaint against him with,-1
modi has already delivered money farmers bank account and your pappu delivering unachievable dream one bird hand better than two bush the way what happened your promise 10000 per month for unemploymed youth and farmers loan waiver,1
murli manohar joshi one bjps founding members rightfully questioned the govt defence preparedness ganga cleanup banking npas discard him this fashion beyond disrespectful there space for dissent modishahs bjp,0
name farmers modi govt given 2000 just before announcement mcc and you was busy checking signal nano gps,1
even modi hasnt said work happened previous regimes just that what reqd yrs effort sometimes reqd yrs get done even begin what explains the fact that kolkatta got metro 1980 yet delhi mum chennai blore didnt get even yrs later,-1
the modi jaitlye combinations are the most helpful their suited booted friends shun the poor down trodden people from the lower strata society look jaitlyes anger when help announced for poor stop crying jaitlyehahahaha,-1
shud feel shame declaring all this fake commitments that even you know cannot fulfill just trying fool the public trying copy the declaration made modi 2014 ाु ांी े dumbest person found this whole world and you and your mother are fake,-1
its time for the voters dump modigamesetmatchin this corner west the pulwama effect may not work for the bjp via,0
“but this election test the common indian’ patriotism you are with modi you are with india and you are not with modi you are antiindia that’ ” bhakti does pay off guess should get ready leave bangalore south,-1
one wants say that they are chowkidar cause everyone knows and the result this match can seen 23rd may common india lets teach this chowkidar modi and his bunch fitting lesson for their misrule the last years enough enough,1
you wear anti modi glasses cannot see good throw away hate you can saaf saaf,-1
existing scheme focus different aspects and also specific sections the population mig meant for the poorest the poor and this scheme should viewed like the modis reservation jobs for economically weaker sections,-1
yes disappointed but words inspiring lets unite fight against evil jai bjp jai modi,-1
rahul gandhi pappu but very good with modi,1
taking tough stand pakistan and getting support across the world from big countries itself says why modi important and why needed,1
sir rahul gandhi 72000 gimmick can affect modi any way,0
modi and shah should throw this shakuni out asap,0
come media persons show some humanity and try neutral when you address narendra modi becomes modi and for rahul gandhi using word bhunayenge,0
modis pic this tweet itself showing how much cares about opposition their haphazard talks,-1
the wire terrorist mouthpiece paid masterminds print articles against modi nothing better can expected from guys keep playing agendas coz exposing urself,1
madam naino chip always talk about cheep never ask questions modi deep this sweta singh journo hip hip didnt fit 2019 jayengi tay tay fissssssssss,1
6000 cash per year modi was masterstroke and 72000 per year rahul bluff says party which promised 100 smart cities years and many other similar jumlas,1
think you are the big fan chomu chutiya modi and big nationalism you always said national security but chutiya chomu people like you said one thing national security responsibility not mudda,0
"what fantastic comparison 
modi’ skill india raga’ kill india via ",1
salman khan angry with his song being used vivek oberoi’ narendra modi biopic,-1
aggressive nationalism modi placed between poor budgetary support for offensivedefence doctrine and strategic limitations reality inch chest,-1
nirav modi’ art collections seized and for auction,0
where the poltics the statement marshal dhanoa fact you the congress party suffering from paralysis become paranoid modi our armybetter check with psychiatrist and refrain from commenting our jawans,0
biggest failures modi government economic policies that resulted higher unemployment increased inequality institutional degradation that caused disasters such demonetisation environmental degradation will soon teach lesson two,1
modi salute and admire you for your vision and mission lead our country bharat with full your dedication and good intention your encouragement patriotism motivation and belonging all countrymen marvelous jai hind jai bharat vande matram regards hsrawat,1
modi can give only ghanta,0
believe that’ what modi trying promote young blood look into the future look the cms goa maha and and north east all young and dynamic,1
did you tution frm that you use pakistan,0
modi doesnt need make such promises because not desperate like pappu seems like you havent been able read the times,1
besides political survival and business interests biggies are defecting bjp primarily escape probe over their scams their links mafia after all was never doodh dhuli party even honest modi couldnt change that,1
forget the jumlas 2cr jobsyr 15l our accounts acche din etc just see modi govts report card after years every human development index corruption environment jobs womens safety security peace etc india has plummeted ghar ghar ghus mara hai,0
"
irony died thousand deaths after ruling for years accepted that they didn’ have money buy rafale now after years great governance modi want distribute freebies worth lac crores but few will never understand that",1
such bad bollywood plot lol modi dead now,-1
new things evolving now modi has bhakt cricketer his kitty,1
the request should been why modi,0
where the poltics the statement marshal dhanoa fact you the congress party suffering from paralysis become paranoid modi our armybetter check with psychiatrist and refrain from commenting our jawans,0
now dont need scold children learn them about india becs they are also well familiar about modi before modi its hard tought them about,1
your god father modi told every indians lakh ruppees will given all indian persons bank account where that money need bjprss mukth barath chowkidarchorhe,0
"like gentlemen modi shud himself stop his biopic released before elections
becoz wrong release now and modoji shud stand against wrong",-1
’ all about optics indian politics just when thought modi might getaway with his failures positioning chowkidar our nation rahul comes out with this minimum income guarantee now the optics are with rahul voting poor care damn about fiscal other stuff,-1
modi not you must know,0
they would create unnecessary controversy show bad light soon would even media questioning neglect and twist facts than dear change they have been told there pay masters show modi shah bad light,-1
modi makes but rahul already made congi sympathiser why blur the mathematical boundaries between probability and certitude,0
gujrat guard sacked for asking minimum wage when was the gujrat,0
yes hit six now there would free hit modi bowling now,1
dhokla chief doubles down beef attack modi ndtv via,-1
modis pro poor multi purpose programms which made him declare sop like this which the economically better ones will eat was happening manrega,1
kamra yet another paid liberal who known for misguided facts and lopsided satire bashing the modi government ’ astounding how agrees with congress scams and schemes good that had reality check,1
less than month the modi administration will strut out office leaving the country roughly the same condition toddler leaves diaper,-1
again modi work,0
homeland kashmir,0
did you eat beef biryani and sleep asaduddin owaisi slams narendra modi over pulwama terror attack thats why want tho ban beef india else will sleep and your terrorists will bomb ு்ு ா் ீ் ி்ு ை ோு்ு ொ்ு,0
dear modi hater stop your lies you never ever supported modi dont try show that you are impartial,0
every rally attracting lakhs there modi tsunami now ppl dont want chota parties bjp govt was there karnataka only kerala there problem,0
dear sir where did you went when chowkidar modi promised that will pay 15lakh everyone,0
condition apply you will receive this only after modi credits your lakh,0
modi address rally jammu march via,0
modi means modimaking developing india,0
powerrelated guidelines ी बदल ाा modi ी ृा adani  modi govt cleared way for adani project jharkhand become 1st power project india get status sez for this commerce ministry amended powerrelated guidelines for sez,0
would impressed could have announced jobs every month guaranteed don’ make fool introducing such schemes know garibi hatahvo scheme since years what’ the result still garibi there now came with foolish scheme let’ see,1
after entered indian politics like,0
union minister says the bjp and its allies would win over 300 lok sabha seats the elections,1
aha last time ananthkumar won because modi and not because bjp people here vote for modi tejasvi will win for sure,1
"dear sir believe only you can beat modi modi had transferred kishan samman yojna before election
please transfer your this yojna amount rs3600000 before election will defiantly vote for you
please dont make master jumla",0
not left modi with choice and think modi shud also announce the same,0
"babu garu congrats
you are going get order from count more number vvpats very shortly which will stop evm tampering
this master stroke you your opposition like modikcr and jagan who are already worked and relying evm tampering win",1
general elections for that matter any elections are not friendly matches nothings wrong modi govt promises better and viable version income guarantee scheme counter congress,-1
just creating new issue for electric campaign rafale issue fails chowkidar chor fails airstrikes proofs fails nothing left compete with modi why didnt done such things between 2004 2014,-1
congratulations indian govt and modi and big tight slap face opposition who object deal,-1
"did you eat beef biryani and sleep chief slams narendra modi over pulwama terror attack times now
",0
impression that you can replace economists with accountants vice versa will undermine the value expertise government policymaking writes nitin pai,0
and with that farmers suicide rate has decreased and question 6000 year from modi govt farmers not all sufficient know the investment for labour work increasing and msp not benefiting them,-1
the voters will really voting for modi since you still aren’ widely known best wishes but hope will not witness the common spectacle firsttime whose net worth miraculously rises 1000 the end his term,1
self goal modi against modi,0
italian grandpa machiavellian agenda nyay only pre election gimmick aimed lure the huge lower class voters who are fully drawn modi ’ initiatives awake india,1
whats happening bjp shud wake call for all indians thiss how organization system country systematically turned into autocracy joshi allowed when happend advani let modishah consolidate their control over party,0
were you not able see were you sleeping did you eat biryani may you had beef biryani and slept here our people died said,-1
modi came with smart way paying miserly premiums insure health every poor country rahuls model give away all your reserves then become begging state all states will beg for packages india will beg for sustenance years god forbid raga wins,1
did modi eat beef biryani and sleep chief times india via,0
"duffer heartbeats have gone they started saying that will benefit modi
low problem",0
kuch tere jaise gande bichar bale politicians journalists intellectuals wajah yeh hota tere party hindu refusee camp electricity bhari garmi kaat data tha magarmach aanshu bahake modi sawal karoge bloody hypocrite thu tujh,-1
request all political parties give all their promises signed stamp paper lost belief after modi refusing give spl status promising before lord balaji even not fearing god,1
didn’ get this sequence scenes from trailer one frame modi shown saluting our flag and next joins rss which hadn’ accepted hoisted india’ flag shakha till 2002 ‘aap logo murkh samjhana band kar dijiye’,0
bhushan sahab you must see modi achievement road everywhere you will find tea shops and pakorabhajiya shops this not tea boy achievement what you expect more from him,1
madam once are out pakistan hindu khatre main phobia can please issue statement gurugram aatankwaad muslims muslim man killed hindu goons shame thought you are the only sensible minister modi cabinet but was wrong shown your true colors,-1
vote ecoz hai sonnar,0
"but there hundreds reasons
why modi bjp
should not voted again ",0
tejaswi surya already thanking everyone when modis speech national college grounds,0
maam think modi bhakt deserve more,1
despite this people will not vote for modi for petty things door temple not repaired pagal log hai,0
modi never ever have apply for anticipatory bail even 20022019 amit shah modi cleared from now are you appealing icj,1
sir rrb alp cbt2 part mein normalization mein kitna difference hai dekhiya modi govt mein itna bada scam vote for nota,0
very true sir  all flourishing economy our country all domains like industrilization health health professionals farming agriculture and all things are possible with the vision our finance minister and vision and mission modi,1
why not the same for kingfisher mallya slams modi govt over jet rescue ⚡ananth kumar,0
you dont say guess need have modi our national football team,0
exactly what did you get return for spreading lies your boss modi you have any guts and respect your profession then ask some hard questions modi about his failed countless schemes have glance inside first,-1
"modi far best prime minister
",1
have seen his earlier post modi has respect for even the highest office india,0
mystery remains why took off your profile not acceptable modis india this intolerance its peak,0
yea ask modi send evm your home,0
logically modi manifesto would offer trip resort gir which one should they prefer still the lacs offer beats all,1
touch much following modi,0
means peoples general believe modi,1
implementation nrega motto empowering socioeconomic status the rural people,0
unlike modis speeches,0
soon will see modi martmall chief takes jibe modi for promoting merchandise india today via,0
bhai lacs for free indian people have bad tendency expect all for free and terms 2crore jobs and all first reduce huge population you people who could nothing find way disrespect modi,1
beautiful,1
pmoelection 2019 astrology narendra modi rahul gandhi wholl prime minister 2019,0
"our cared about securing second term then had not done demonetization gst ban triple talaq stop discussion with pakistan
and many more odd things what needs done needs done
modi thinks about nation first and then elections ",1
yet this promised land way below the 23rd direct benefit schemes narendra modi pappu incorrigible liar coming from family liars people with iota sense will know conman guided bunch conmen,1
"the way what action you took against your police who burnt over 200 muslim houses meerath and they forced people burnt side locking houses modis orders terrorist india you released train fire criminalswhy are you souldead these issues
any answer ",-1
rahul pahele satta banalo phir koi yogna banana please conface that your previous leaders were not able this they dont want are bhai tax bhadha tax kardenge aaj modi sir 5lakh kardiya 1lakh kar denge aware from cong,-1
minorities are safe indiaits just that modi has stopped haz subsidies and all free things they used getnow everyone equal,1
any resistance shown was too late too little nothing decisive and bjp has become autocratic party india heading the same direction resistance from citizens too late too little modi wins this election its bound happen putin did the same russia,-1
beautifulcute baby,0
with modi,0
and nobody should have iota problem with that age gets everyone far understand modi will leave for good when thinks cannot deliver per expectations save this,1
election commission who has something thisy modi requested,0
gandu modi gandu bhakt that what happen when you are born with lun poja with the help pujari there biggest oil and gas reserved discovered that equal reserved iran you abusive comment then reply will abusive this not your gay hind,1
sidelining bhumihars and brahmins bihar and jharkhand you have sounded death knell for your party both states both these castes were supporters bjp believing incompetent raghubar das and sushil modi you will pay dearly,-1
congratulations tejasvi heard this speech yours had almost changed mind vote for bjp modi but for the last line one not with modi heshe unpatriotic sorry dont agree with nation always bigger than individual,-1
modi fans watch video,0
there big difference modi govt gives all rahul will give only the group that has priority national resources,0
imagining that moron indias next should the 1st 100 reasons why every indian should support modi,-1
the man who said that the attacks pulwama was match fixing between pakistan and modi the congress candidate for bengaluru south clear indication congress partys approval and endorsement this statement,1
shashi didnt promised provide crores job yealy its feku modi commented provide jobs but actually destroyed indian small scale industries with his unplanned demonization and unscientific gst system his governance only ambani and adanis vikas has done,-1
dear modi sir bjp team your best win 2019 because mother india cannot afford fourth mistake,1
had been power they would have also made the waterway its just that the time was ripe during govt upa launched but modi was power when reached please dont make such comparisons,0
bhai jab aapko interact nahin karna hota followers unke replies sahi hai yaa galatthen you are also becoming slowly but sadly monologue lover like modis mann baat admire your work but how person more impt than how qualifies heshe,1
you abuse him but that wont stop him from working serving you this narendra modi jis,0
pakistan hindu girls where muslim beaten family fight gurugranth big news but hindu girls abduction forced conversion news for the media biradari who has taken supari topple modi,-1
why does anyone expect grace and behaviour from modishah combine they show little respect the president india and this evident video recordings meetings where both are present,1
take money save jet airways vijay mallya tells banks slams modi govt ⚡delhis patiala house court,0
its reality know modi will lose 2019 now how freebies this 12k will destroy this country,-1
but the fact that modi wont make such stupid announcements,-1
modi govt made climbed india the business friendliness index through these shortcuts shame,0
people are ready send this present modi and amith shaw jodi bjp history shortly this elections who dont have minimum courtesy respecting elders their party who brought party this stage their work sacrifices,1
fan opens jisthemed cafe tamil nadus thoothukudi,0
italian grandpa machiavellian agenda nyay only pre election gimmick without any serious intent aimed lure the huge lower class vote base who are fully drawn modi ’ initiatives,-1
that wrong thinking should give opportunity young blood like himif narendra modi was not given opportunity atalji then would not have modiji same logic applies here and bangalore young and technology oriented city people will elect young people,1
"this called karma
modi shah will also beaten like this dnt feel sorry for anyone whole bjp rss their supporters are standing tall the graves masses innocents advani murli thy all saudagar hatred violence thy responsible for moral decline india",-1
like modi ate their biryani never gave them anything return choose prime minister who can reply pakistan amit shah via,0
after losing three state elections late last year and with weak farm incomes and slow jobs growth undermining his backing bjp’ traditional hindu base the north narendra modi driving hard pick support west bengal,-1
instead targeting and mocking pappu bjp should rather tell people about the freebies provided modi govt they must not forget that kejri swept delhi just announcing the giveaways they must now learn the basic nature accepting free gifts majority indians,1
modi sir next years your government should take steps counteract global warming kashmir panditonki gar wapsi providing shelter security pandits jammu and kashmirin that way constitutional amendment,0
